batch_amount,liq_amount,rpm,impellerDiameter,solidDensity,Initial_Porosity,Granule_density,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Coarse
1400,600,200,0.125,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,200,0.125,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,200,0.125,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,200,0.175,200,0.1,362.1370382,1,1,1,1,1,1,1,1
1400,600,200,0.175,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,200,0.175,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,200,0.175,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,200,0.175,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,200,0.25,200,0.1,362.1370382,1,1,1,1,1,1,1,1
1400,600,200,0.25,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,200,0.25,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,200,0.25,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,200,0.25,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,306,0.75,200,0.1,362.1370382,1,1,1,1,1,1,1,1
1400,600,306,0.75,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,306,0.75,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,306,0.75,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,306,0.75,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,306,0.125,200,0.1,362.1370382,1,1,1,1,1,1,1,1
1400,600,306,0.125,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,306,0.125,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,306,0.125,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,306,0.125,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,306,0.175,200,0.1,362.1370382,1,1,1,1,1,1,1,1
1400,600,306,0.175,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,306,0.175,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,306,0.175,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,306,0.175,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,306,0.25,200,0.1,362.1370382,1,1,1,1,1,1,1,1
1400,600,306,0.25,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,306,0.25,200,0.3,362.1370382,1,1,1,1,1,1,1,1
1400,600,306,0.25,200,0.4,362.1370382,1,1,1,1,1,1,1,1
1400,600,306,0.25,200,0.5,362.1370382,1,1,1,1,1,1,1,1
1400,600,400,0.75,200,0.1,362.1370382,1,1,1,1,1,1,1,1
1400,600,400,0.75,200,0.2,362.1370382,1,1,1,1,1,1,1,1
1400,600,400,0.75,200,0.3,362.1370382,1,1,1,1,1,1,1,1
